"","year","seas","fleet","catch"
"1",2028,1,1,0.000190886
"2",2028,2,1,0
"3",2028,1,2,0
"4",2028,2,2,1.39205e-06
"5",2028,1,3,1.5
"6",2028,2,3,0.615281
"99",2028,1,1,0.000190718
"100",2028,2,1,0
"199",2028,1,2,0
"200",2028,2,2,1.76726e-06
"299",2028,1,3,241.793
"300",2028,2,3,0.615281
"991",2028,1,1,4.87789e-09
"1001",2028,2,1,0
"1991",2028,1,2,0
"2001",2028,2,2,1.84526e-11
"2991",2028,1,3,1.5
"3001",2028,2,3,0.00634543
