"Value.SSB","Value.Recr","Value.SPRratio","Value.F","Value.Bratio","Value.ForeCatch","Value.OFLCatch","Value.lnSPB","year","model_run","iteration","scenario"
54839,616905,0.185312,0.106229,0.133971,NA,NA,NA,"2017","researchOM_constantgrowthEM_EM_init","1","researchModel"
64425.6,4701090,0.256824,0.163315,0.157391,NA,NA,NA,"2018","researchOM_constantgrowthEM_EM_init","1","researchModel"
63943.7,5307370,0.265311,0.176376,0.156213,NA,NA,11.0658,"2019","researchOM_constantgrowthEM_EM_init","1","researchModel"
109458,5307370,0.462097,0.324771,0.267405,40491.1,71511.6,NA,"2020","researchOM_constantgrowthEM_EM_init","1","researchModel"
1872.11,125155,NA,NA,NA,NA,NA,7.53482,"1981","testNew_OM","1","researchModel"
4192.87,350606,NA,NA,NA,NA,NA,NA,"1982","testNew_OM","1","researchModel"
6907.81,357501,NA,NA,NA,NA,NA,NA,"1983","testNew_OM","1","researchModel"
17231.2,337166,NA,NA,NA,NA,NA,NA,"1984","testNew_OM","1","researchModel"
25506.2,913201,NA,NA,NA,NA,NA,NA,"1985","testNew_OM","1","researchModel"
29546.5,1708980,NA,NA,NA,NA,NA,NA,"1986","testNew_OM","1","researchModel"
52403.6,1939990,NA,NA,NA,NA,NA,NA,"1987","testNew_OM","1","researchModel"
78232.5,1295000,NA,NA,NA,NA,NA,NA,"1988","testNew_OM","1","researchModel"
127992,1901800,NA,NA,NA,NA,NA,NA,"1989","testNew_OM","1","researchModel"
117619,5507970,NA,NA,NA,NA,NA,NA,"1990","testNew_OM","1","researchModel"
97126.4,4157080,NA,NA,NA,NA,NA,NA,"1991","testNew_OM","1","researchModel"
102528,9810110,NA,NA,NA,NA,NA,NA,"1992","testNew_OM","1","researchModel"
165593,23487600,NA,NA,NA,NA,NA,NA,"1993","testNew_OM","1","researchModel"
273238,12879300,NA,NA,NA,NA,NA,NA,"1994","testNew_OM","1","researchModel"
573371,12886600,NA,NA,NA,NA,NA,NA,"1995","testNew_OM","1","researchModel"
829655,20716000,NA,NA,NA,NA,NA,NA,"1996","testNew_OM","1","researchModel"
905476,21152500,NA,NA,NA,NA,NA,NA,"1997","testNew_OM","1","researchModel"
948533,4446810,NA,NA,NA,NA,NA,NA,"1998","testNew_OM","1","researchModel"
1084020,3824300,NA,NA,NA,NA,NA,NA,"1999","testNew_OM","1","researchModel"
1022640,6211520,NA,NA,NA,NA,NA,NA,"2000","testNew_OM","1","researchModel"
779507,1436470,NA,NA,NA,NA,NA,13.5664,"2001","testNew_OM","1","researchModel"
584792,33654200,NA,NA,NA,NA,NA,NA,"2002","testNew_OM","1","researchModel"
407966,26179600,NA,NA,NA,NA,NA,NA,"2003","testNew_OM","1","researchModel"
489435,26991300,NA,NA,NA,NA,NA,NA,"2004","testNew_OM","1","researchModel"
714236,10013000,NA,NA,NA,NA,NA,NA,"2005","testNew_OM","1","researchModel"
865279,7390480,NA,NA,NA,NA,NA,NA,"2006","testNew_OM","1","researchModel"
852475,3376280,NA,NA,NA,NA,NA,NA,"2007","testNew_OM","1","researchModel"
719615,6204460,NA,NA,NA,NA,NA,NA,"2008","testNew_OM","1","researchModel"
521601,6602590,NA,NA,NA,NA,NA,NA,"2009","testNew_OM","1","researchModel"
385778,502081,NA,NA,NA,NA,NA,NA,"2010","testNew_OM","1","researchModel"
385406,108989,NA,NA,NA,NA,NA,NA,"2011","testNew_OM","1","researchModel"
248870,196422,NA,NA,NA,NA,NA,NA,"2012","testNew_OM","1","researchModel"
118080,614530,NA,NA,NA,NA,NA,NA,"2013","testNew_OM","1","researchModel"
59798.6,898165,NA,NA,NA,NA,NA,NA,"2014","testNew_OM","1","researchModel"
51659.9,397839,NA,NA,NA,NA,NA,NA,"2015","testNew_OM","1","researchModel"
74669.2,757726,NA,NA,NA,NA,NA,NA,"2016","testNew_OM","1","researchModel"
71105.1,465103,NA,NA,NA,NA,NA,NA,"2017","testNew_OM","1","researchModel"
58343.6,2132650,NA,NA,NA,NA,NA,NA,"2018","testNew_OM","1","researchModel"
53195.8,1919520,NA,NA,NA,NA,NA,NA,"2019","testNew_OM","1","researchModel"
74413.4,428665,NA,NA,NA,NA,NA,NA,"2020","testNew_OM","1","researchModel"
90437.6,3202220,0.535292,0.313922,0.0848124,NA,NA,11.4124,"2021","testNew_OM","1","researchModel"
72665.6,2502820,NA,NA,NA,47646.9,68878,NA,"2022","testNew_OM","1","researchModel"
560.588,307697,0.22291,0.108327,0.00137164,NA,NA,6.32899,"1981","researchOM_constantgrowthEM_EM_2020","2","researchModel"
1502.34,710441,0.510158,0.315842,0.0036759,NA,NA,NA,"1982","researchOM_constantgrowthEM_EM_2020","2","researchModel"
5837.72,1005540,0.182905,0.0590135,0.0142836,NA,NA,NA,"1983","researchOM_constantgrowthEM_EM_2020","2","researchModel"
17380.1,656214,0.382281,0.190873,0.0425254,NA,NA,NA,"1984","researchOM_constantgrowthEM_EM_2020","2","researchModel"
30969.3,2534400,0.11414,0.0538473,0.0757753,NA,NA,NA,"1985","researchOM_constantgrowthEM_EM_2020","2","researchModel"
42662.8,1920560,0.10583,0.0597645,0.104387,NA,NA,NA,"1986","researchOM_constantgrowthEM_EM_2020","2","researchModel"
70266.2,2830740,0.146747,0.0747408,0.171926,NA,NA,NA,"1987","researchOM_constantgrowthEM_EM_2020","2","researchModel"
98868.7,978024,0.0901633,0.0447759,0.24191,NA,NA,NA,"1988","researchOM_constantgrowthEM_EM_2020","2","researchModel"
123013,2731230,0.187549,0.108691,0.300985,NA,NA,NA,"1989","researchOM_constantgrowthEM_EM_2020","2","researchModel"
