"","year","seas","fleet","catch"
"1",2028,1,1,0.0705162
"2",2028,2,1,0
"3",2028,1,2,0
"4",2028,2,2,7.99497e-06
"5",2028,1,3,0.000429291
"6",2028,2,3,0.000235614
"99",2028,1,1,0.0705152
"100",2028,2,1,0
"199",2028,1,2,0
"200",2028,2,2,6.99497e-06
"299",2028,1,3,0.000428291
"300",2028,2,3,0.000234614
"991",2028,1,1,1.79057e-06
"1001",2028,2,1,0
"1991",2028,1,2,0
"2001",2028,2,2,7.27617e-11
"2991",2028,1,3,1.87477e-06
"3001",2028,2,3,1.37489e-06
