"SpawnBio","Recruit_0","retainB_1","retainN_1","retainB_2","retainN_2","retainB_3","retainN_3","deadB_1","deadN_1","deadB_2","deadN_2","deadB_3","deadN_3","F_1","F_2","F_3","SPRratio","rec_dev","raw_rec_dev","year","model_run","iteration","scenario"
NA,1380410,170.41,1453.37,0,0,1.17,6.42043,170.41,1453.37,0,0,1.17,6.42043,0.0623862,0,0.0280291,0.231366,-1.5514,-1.5514,2017,"constGrowthSelfTest_EM_2020",1,"constGrowth"
42926.1,0,0,0,6229.43,57661.2,2.21999,12.0816,0,0,6229.43,57661.2,2.21999,12.0816,0,0.577697,0.0739085,0.231366,-1.5514,-1.5514,2017,"constGrowthSelfTest_EM_2020",1,"constGrowth"
NA,733507,35.31,289.566,0,0,7.85999,42.7967,35.31,289.566,0,0,7.85999,42.7967,0.00763182,0,0.076534,0.299859,-0.299,-0.299,2018,"constGrowthSelfTest_EM_2020",1,"constGrowth"
55296.7,0,0,0,11819.4,107706,2.51,13.5823,0,0,11819.4,107706,2.51,13.5823,0,0.908229,0.0333212,0.299859,-0.299,-0.299,2018,"constGrowthSelfTest_EM_2020",1,"constGrowth"
NA,3732510,130.86,1066.66,0,0,7.73,41.7248,130.86,1066.66,0,0,7.73,41.7248,0.0252906,0,0.0446082,0.279269,-0.00266303,-0.00266303,2019,"constGrowthSelfTest_EM_2020",1,"constGrowth"
58428.7,0,0,0,11819.4,104620,2.51,13.4923,0,0,11819.4,104620,2.51,13.4923,0,0.799567,0.0197536,0.279269,-0.00266303,-0.00266303,2019,"constGrowthSelfTest_EM_2020",1,"constGrowth"
NA,5019940,673.777,5180.17,0,0,26.8588,144.095,673.777,5180.17,0,0,26.8588,144.095,0.099903,0,0.18658,0.367585,0,0,2020,"constGrowthSelfTest_EM_2020",1,"constGrowth"
97980.3,0,0,0,21460.7,213588,8.04395,43.0375,0,0,21460.7,213588,8.04395,43.0375,0,1.2557,0.080536,0.367585,0,0,2020,"constGrowthSelfTest_EM_2020",1,"constGrowth"
NA,5033330,2186.58,19340.9,0,0,51.621,277.586,2186.58,19340.9,0,0,51.621,277.586,0.319099,0,0.595954,0.55703,0,0,2021,"constGrowthSelfTest_EM_2020",1,"constGrowth"
164974,0,0,0,94863.8,994381,13.0598,69.9794,0,0,94863.8,994381,13.0598,69.9794,0,4,0.257194,0.55703,0,0,2021,"constGrowthSelfTest_EM_2020",1,"constGrowth"
NA,0,5.77998,53.5528,0,0,0,0,5.77998,53.5528,0,0,0,0,0.177728,0,0,0.32338,-3.1223,-3.1223,1981,"constGrowthSelfTest_EM_init",1,"constGrowth"
346.793,0,0,0,57.1499,576.11,0,0,0,0,57.1499,576.11,0,0,0,0.820689,0,0.32338,-3.1223,-3.1223,1981,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,170514,73.9399,662.503,0,0,0,0,73.9399,662.503,0,0,0,0,1.37784,0,0,0.599985,-1.85825,-1.85825,1982,"constGrowthSelfTest_EM_init",1,"constGrowth"
1009.72,0,0,0,417.057,5031.97,0,0,0,0,417.057,5031.97,0,0,0,3.80438,0,0.599985,-1.85825,-1.85825,1982,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,569674,213.19,3686.45,0,0,0,0,213.19,3686.45,0,0,0,0,0.118242,0,0,0.205494,-1.14645,-1.14645,1983,"constGrowthSelfTest_EM_init",1,"constGrowth"
3642.74,0,0,0,159.12,1897.94,0,0,0,0,159.12,1897.94,0,0,0,0.310111,0,0.205494,-1.14645,-1.14645,1983,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,1095590,75.39,1262.96,0,0,0,0,75.39,1262.96,0,0,0,0,0.0112128,0,0,0.432122,-1.34879,-1.34879,1984,"constGrowthSelfTest_EM_init",1,"constGrowth"
13218,0,0,0,3495.8,40151.1,0,0,0,0,3495.8,40151.1,0,0,0,1.78687,0,0.432122,-1.34879,-1.34879,1984,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,844633,819.43,13445.9,0,0,0,0,819.43,13445.9,0,0,0,0,0.0537709,0,0,0.114041,0.0678402,0.0678402,1985,"constGrowthSelfTest_EM_init",1,"constGrowth"
28472.6,0,0,0,1019,10801.2,0,0,0,0,1019,10801.2,0,0,0,0.169722,0,0.114041,0.0678402,0.0678402,1985,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,3442570,387.71,5635.33,0,0,0,0,387.71,5635.33,0,0,0,0,0.0209268,0,0,0.0987034,0.302124,0.302124,1986,"constGrowthSelfTest_EM_init",1,"constGrowth"
45986.8,0,0,0,2278.89,21166.7,0,0,0,0,2278.89,21166.7,0,0,0,0.181697,0,0.0987034,0.302124,0.302124,1986,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,4351420,2247.31,40188.1,0,0,0,0,2247.31,40188.1,0,0,0,0,0.0613322,0,0,0.105649,0.223204,0.223204,1987,"constGrowthSelfTest_EM_init",1,"constGrowth"
92245.4,0,0,0,3639.76,40272.3,0,0,0,0,3639.76,40272.3,0,0,0,0.152522,0,0.105649,0.223204,0.223204,1987,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,4021210,2179.91,36627.9,0,0,0,0,2179.91,36627.9,0,0,0,0,0.0393133,0,0,0.0462031,-1.30296,-1.30296,1988,"constGrowthSelfTest_EM_init",1,"constGrowth"
161120,0,0,0,2614.75,27038.4,0,0,0,0,2614.75,27038.4,0,0,0,0.0489183,0,0.0462031,-1.30296,-1.30296,1988,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,874078,7290.44,71541.1,0,0,0,0,7290.44,71541.1,0,0,0,0,0.193721,0,0,0.132341,-0.316872,-0.316872,1989,"constGrowthSelfTest_EM_init",1,"constGrowth"
211528,0,0,0,8031.52,95888.4,0,0,0,0,8031.52,95888.4,0,0,0,0.10453,0,0.132341,-0.316872,-0.316872,1989,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,2343180,6158.41,51297.1,0,0,0,0,6158.41,51297.1,0,0,0,0,0.13647,0,0,0.217287,0.179948,0.179948,1990,"constGrowthSelfTest_EM_init",1,"constGrowth"
196761,0,0,0,14443.5,139805,0,0,0,0,14443.5,139805,0,0,0,0.315442,0,0.217287,0.179948,0.179948,1990,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,3850980,24698,172219,0,0,0,0,24698,172219,0,0,0,0,0.820633,0,0,0.300467,0.213065,0.213065,1991,"constGrowthSelfTest_EM_init",1,"constGrowth"
152261,0,0,0,10323.5,97363.1,0,0,0,0,10323.5,97363.1,0,0,0,0.20367,0,0.300467,0.213065,0.213065,1991,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,3980650,43433.3,336238,0,0,3.9,21.2361,43433.3,336238,0,0,3.9,21.2361,1.41352,0,0.0146958,0.481769,0.863577,0.863577,1992,"constGrowthSelfTest_EM_init",1,"constGrowth"
138975,0,0,0,30776.4,365875,0.18,0.972996,0,0,30776.4,365875,0.18,0.972996,0,0.909751,0.000934165,0.481769,0.863577,0.863577,1992,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,7629000,822.8,8128.22,0,0,0,0,822.8,8128.22,0,0,0,0,0.0443585,0,0,0.10839,1.69816,1.69816,1993,"constGrowthSelfTest_EM_init",1,"constGrowth"
176682,0,0,0,11345.8,145872,0,0,0,0,11345.8,145872,0,0,0,0.110548,0,0.10839,1.69816,1.69816,1993,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,17576100,8838.65,86179.5,0,0,0,0,8838.65,86179.5,0,0,0,0,0.253662,0,0,0.245192,1.1833,1.1833,1994,"constGrowthSelfTest_EM_init",1,"constGrowth"
275340,0,0,0,39748.4,556701,0,0,0,0,39748.4,556701,0,0,0,0.238726,0,0.245192,1.1833,1.1833,1994,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,10503200,5993.28,62826.3,0,0,22.68,122.504,5993.28,62826.3,0,0,22.68,122.504,0.102189,0,0.0384095,0.121906,1.40421,1.40421,1995,"constGrowthSelfTest_EM_init",1,"constGrowth"
497556,0,0,0,26565.7,358955,0,0,0,0,26565.7,358955,0,0,0,0.115332,0,0.121906,1.40421,1.40421,1995,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,13099800,11917.3,116860,0,0,0,0,11917.3,116860,0,0,0,0,0.107109,0,0,0.0879413,1.82826,1.82826,1996,"constGrowthSelfTest_EM_init",1,"constGrowth"
664770,0,0,0,19158.7,228848,43.54,233.997,0,0,19158.7,228848,43.54,233.997,0,0.0602479,0.0848124,0.0879413,1.82826,1.82826,1996,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,20018100,13018.2,178862,0,0,27.22,146.922,13018.2,178862,0,0,27.22,146.922,0.0752254,0,0.0364458,0.092172,1.76468,1.76468,1997,"constGrowthSelfTest_EM_init",1,"constGrowth"
774755,0,0,0,24527.6,279889,0.82,4.40771,0,0,24527.6,279889,0.82,4.40771,0,0.0628571,0.00147721,0.092172,1.76468,1.76468,1997,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,18785100,18925.2,265980,0,0,488.25,2647.14,18925.2,265980,0,0,488.25,2647.14,0.0813591,0,0.673535,0.158124,0.621152,0.621152,1998,"constGrowthSelfTest_EM_init",1,"constGrowth"
942896,0,0,0,63278.4,742328,74.39,401.675,0,0,63278.4,742328,74.39,401.675,0,0.139126,0.156183,0.158124,0.621152,0.621152,1998,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,5986650,14996.2,188848,0,0,725.2,5965.94,14996.2,188848,0,0,725.2,5965.94,1.31805,0,0.00262798,0.137621,0.593869,0.593869,1999,"constGrowthSelfTest_EM_init",1,"constGrowth"
1070500,0,0,0,58341.4,686105,429.59,3221.84,0,0,58341.4,686105,429.59,3221.84,0,0.151438,0.00191106,0.137621,0.593869,0.593869,1999,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,5825520,23693.4,268721,0,0,15586.2,123766,23693.4,268721,0,0,15586.2,123766,2.11845,0,0.0490416,0.16364,0.784048,0.784048,2000,"constGrowthSelfTest_EM_init",1,"constGrowth"
957123,0,0,0,35179.2,380632,2336.9,16946.8,0,0,35179.2,380632,2336.9,16946.8,0,0.119412,0.0092308,0.16364,0.784048,0.784048,2000,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,7045770,11550.5,153802,0,0,22546,164445,11550.5,153802,0,0,22546,164445,1.64436,0,0.0764315,0.25748,-1.31397,-1.31397,2001,"constGrowthSelfTest_EM_init",1,"constGrowth"
758317,0,0,0,41118.4,717510,3136.84,21310.6,0,0,41118.4,717510,3136.84,21310.6,0,0.679353,0.0136346,0.25748,-1.31397,-1.31397,2001,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,864512,16565,212775,0,0,35525.6,246669,16565,212775,0,0,35525.6,246669,3.57641,0,0.153167,0.40394,2.30199,2.30199,2002,"constGrowthSelfTest_EM_init",1,"constGrowth"
584127,0,0,0,36130.7,454873,597.29,3911.37,0,0,36130.7,454873,597.29,3911.37,0,1.14187,0.00342506,0.40394,2.30199,2.30199,2002,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,32148500,10340.6,194516,0,0,37242.3,273637,10340.6,194516,0,0,37242.3,273637,0.983231,0,0.189616,0.378002,1.90336,1.90336,2003,"constGrowthSelfTest_EM_init",1,"constGrowth"
419318,0,0,0,21300.5,356435,2618.43,18472.9,0,0,21300.5,356435,2618.43,18472.9,0,0.320806,0.0175115,0.378002,1.90336,1.90336,2003,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,21579300,17049,323442,0,0,46730.8,429184,17049,323442,0,0,46730.8,429184,0.156874,0,0.292463,0.249671,1.73664,1.73664,2004,"constGrowthSelfTest_EM_init",1,"constGrowth"
693436,0,0,0,25249.9,368382,1016.32,8984.69,0,0,25249.9,368382,1016.32,8984.69,0,0.0642153,0.00764805,0.249671,1.73664,1.73664,2004,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,18265600,13803,199507,0,0,54152.6,430527,13803,199507,0,0,54152.6,430527,0.341937,0,0.582694,0.258286,1.02882,1.02882,2005,"constGrowthSelfTest_EM_init",1,"constGrowth"
1030020,0,0,0,30364.2,431806,101.7,760.105,0,0,30364.2,431806,101.7,760.105,0,0.0616271,0.00147483,0.258286,1.02882,1.02882,2005,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,8999780,20726.2,282780,0,0,41220.9,335924,20726.2,282780,0,0,41220.9,335924,0.602176,0,0.244726,0.202931,0.382186,0.382186,2006,"constGrowthSelfTest_EM_init",1,"constGrowth"
1177410,0,0,0,39900.3,502831,0,0,0,0,39900.3,502831,0,0,0,0.0913206,0,0.202931,0.382186,0.382186,2006,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,4714140,46228.1,520973,0,0,48237.1,333483,46228.1,520973,0,0,48237.1,333483,0.825476,0,0.435473,0.300168,-0.178687,-0.178687,2007,"constGrowthSelfTest_EM_init",1,"constGrowth"
1043240,0,0,0,42910.1,598839,0,0,0,0,42910.1,598839,0,0,0,0.320046,0,0.300168,-0.178687,-0.178687,2007,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,2690410,30249.2,327122,0,0,39800.1,259930,30249.2,327122,0,0,39800.1,259930,1.0005,0,0.262146,0.36625,0.271585,0.271585,2008,"constGrowthSelfTest_EM_init",1,"constGrowth"
788907,0,0,0,41198.5,557190,0,0,0,0,41198.5,557190,0,0,0,0.569159,0,0.36625,0.271585,0.271585,2008,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,4220550,14044.9,164997,0,0,44841.2,272185,14044.9,164997,0,0,44841.2,272185,0.16857,0,0.466715,0.368,0.631291,0.631291,2009,"constGrowthSelfTest_EM_init",1,"constGrowth"
528899,0,0,0,31146.5,436108,1369.73,8067.81,0,0,31146.5,436108,1369.73,8067.81,0,0.44908,0.0204722,0.368,0.631291,0.631291,2009,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,6047650,11274,156620,0,0,54085.9,320973,11274,156620,0,0,54085.9,320973,0.188169,0,0.668199,0.349863,-1.927,-1.927,2010,"constGrowthSelfTest_EM_init",1,"constGrowth"
350946,0,0,0,27267.6,439545,0.09,0.521282,0,0,27267.6,439545,0.09,0.521282,0,0.337129,1.68086e-06,0.349863,-1.927,-1.927,2010,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,468312,24871.4,272928,0,0,39750.5,268274,24871.4,272928,0,0,39750.5,268274,0.498024,0,0.429269,0.462195,-2.75878,-2.75878,2011,"constGrowthSelfTest_EM_init",1,"constGrowth"
275565,0,0,0,23189.9,215530,5805.63,37598.7,0,0,23189.9,215530,5805.63,37598.7,0,0.35341,0.0966729,0.462195,-2.75878,-2.75878,2011,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,203844,1528.37,14895.1,0,0,91425.6,693618,1528.37,14895.1,0,0,91425.6,693618,0.0369151,0,1.8727,0.519276,-2.704,-2.704,2012,"constGrowthSelfTest_EM_init",1,"constGrowth"
147106,0,0,0,13884.9,125195,1570.78,11448.5,0,0,13884.9,125195,1570.78,11448.5,0,0.278616,0.0599265,0.519276,-2.704,-2.704,2012,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,215323,921.56,7172.68,0,0,57218,421024,921.56,7172.68,0,0,57218,421024,0.22859,0,2.93621,0.522373,-2.00546,-2.00546,2013,"constGrowthSelfTest_EM_init",1,"constGrowth"
53315.2,0,0,0,5625.03,50036.4,908.01,6349.72,0,0,5625.03,50036.4,908.01,6349.72,0,0.360005,0.098863,0.522373,-2.00546,-2.00546,2013,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,432972,1830.92,13435.6,0,0,15216.8,104186,1830.92,13435.6,0,0,15216.8,104186,0.451975,0,1.54029,0.407615,-1.08467,-1.08467,2014,"constGrowthSelfTest_EM_init",1,"constGrowth"
21939.5,0,0,0,727.71,8494.07,2193.87,14317.4,0,0,727.71,8494.07,2193.87,14317.4,0,0.110847,0.452094,0.407615,-1.08467,-1.08467,2014,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,1087320,6.13,44.4133,0,0,66.2799,355.736,6.13,44.4133,0,0,66.2799,355.736,0.00132016,0,0.557588,0.026778,-1.3622,-1.3622,2015,"constGrowthSelfTest_EM_init",1,"constGrowth"
21645.7,0,0,0,185.82,1531.17,1.29,6.90608,0,0,185.82,1531.17,1.29,6.90608,0,0.0335709,0.0164609,0.026778,-1.3622,-1.3622,2015,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,823808,283.538,2227.54,0,0,173.415,938.893,283.538,2227.54,0,0,173.415,938.893,0.0623124,0,3.67476,0.343505,-0.831145,-0.831145,2016,"constGrowthSelfTest_EM_init",1,"constGrowth"
34716.1,0,0,0,7080.53,68841.3,0.0499997,0.271431,0,0,7080.53,68841.3,0.0499997,0.271431,0,1.04996,0.00290545,0.343505,-0.831145,-0.831145,2016,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,1401070,170.41,1515.44,0,0,1.17,6.41749,170.41,1515.44,0,0,1.17,6.41749,0.0302319,0,0.0275206,0.229748,-1.56278,-1.56278,2017,"constGrowthSelfTest_EM_init",1,"constGrowth"
43131.8,0,0,0,6229.43,58157.4,2.21999,12.0776,0,0,6229.43,58157.4,2.21999,12.0776,0,0.570236,0.0722826,0.229748,-1.56278,-1.56278,2017,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,740265,35.31,295.564,0,0,7.85999,42.7883,35.31,295.564,0,0,7.85999,42.7883,0.00335708,0,0.0760093,0.297015,-0.139555,-0.139555,2018,"constGrowthSelfTest_EM_init",1,"constGrowth"
55886.6,0,0,0,11819.4,108911,2.51,13.5751,0,0,11819.4,108911,2.51,13.5751,0,0.883495,0.0331033,0.297015,-0.139555,-0.139555,2018,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,4468600,130.86,1106.31,0,0,7.73,41.711,130.86,1106.31,0,0,7.73,41.711,0.0121144,0,0.0443167,0.27646,0,0,2019,"constGrowthSelfTest_EM_init",1,"constGrowth"
59857.3,0,0,0,11819.4,105147,2.51,13.4877,0,0,11819.4,105147,2.51,13.4877,0,0.779218,0.01962,0.27646,0,0,2019,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,5137820,673.778,5432.89,0,0,26.8589,144.083,673.778,5432.89,0,0,26.8589,144.083,0.049728,0,0.181914,0.528348,0,0,2020,"constGrowthSelfTest_EM_init",1,"constGrowth"
109704,0,0,0,49132.3,528526,8.04396,43.0223,0,0,49132.3,528526,8.04396,43.0223,0,3.19858,0.0805375,0.528348,0,0,2020,"constGrowthSelfTest_EM_init",1,"constGrowth"
NA,0,5.77992,58.1395,0,0,0,0,5.77992,58.1395,0,0,0,0,0.657749,0,0,0,-2.3192,-2.3192,1981,"constGrowth_test2_OM",2,"constGrowth"
958.886,0,0,0,57.15,577.547,0,0,0,0,57.15,577.547,0,0,0,1.09585,0,0,-2.3192,-2.3192,1981,"constGrowth_test2_OM",2,"constGrowth"
NA,354563,73.9397,656.883,0,0,0,0,73.9397,656.883,0,0,0,0,2.09188,0,0,0,-1.67708,-1.67708,1982,"constGrowth_test2_OM",2,"constGrowth"
2206.04,0,0,0,412.76,3926.68,0,0,0,0,412.76,3926.68,0,0,0,3.17783,0,0,-1.67708,-1.67708,1982,"constGrowth_test2_OM",2,"constGrowth"
NA,635998,213.189,3088.39,0,0,0,0,213.189,3088.39,0,0,0,0,0.148693,0,0,0,-1.41331,-1.41331,1983,"constGrowth_test2_OM",2,"constGrowth"
7233.05,0,0,0,159.12,1581.62,0,0,0,0,159.12,1581.62,0,0,0,0.362423,0,0,-1.41331,-1.41331,1983,"constGrowth_test2_OM",2,"constGrowth"
NA,781453,75.39,962.677,0,0,0,0,75.39,962.677,0,0,0,0,0.0143568,0,0,0,-1.27815,-1.27815,1984,"constGrowth_test2_OM",2,"constGrowth"
18123.6,0,0,0,3517.68,35271,0,0,0,0,3517.68,35271,0,0,0,3.75679,0,0,-1.27815,-1.27815,1984,"constGrowth_test2_OM",2,"constGrowth"
NA,844301,819.43,10481.3,0,0,0,0,819.43,10481.3,0,0,0,0,0.087002,0,0,0,-0.354417,-0.354417,1985,"constGrowth_test2_OM",2,"constGrowth"
28289.4,0,0,0,1019,8620.79,0,0,0,0,1019,8620.79,0,0,0,0.330379,0,0,-0.354417,-0.354417,1985,"constGrowth_test2_OM",2,"constGrowth"
NA,2102080,387.71,4830.35,0,0,0,0,387.71,4830.35,0,0,0,0,0.0322054,0,0,0,-0.635949,-0.635949,1986,"constGrowth_test2_OM",2,"constGrowth"
40948.3,0,0,0,2278.89,18312.2,0,0,0,0,2278.89,18312.2,0,0,0,0.414762,0,0,-0.635949,-0.635949,1986,"constGrowth_test2_OM",2,"constGrowth"
NA,1586280,2247.31,28523.2,0,0,0,0,2247.31,28523.2,0,0,0,0,0.135856,0,0,0,0.116677,0.116677,1987,"constGrowth_test2_OM",2,"constGrowth"
65551.6,0,0,0,3639.76,33706.8,0,0,0,0,3639.76,33706.8,0,0,0,0.333617,0,0,0.116677,0.116677,1987,"constGrowth_test2_OM",2,"constGrowth"
NA,3366990,2179.9,25329.9,0,0,0,0,2179.9,25329.9,0,0,0,0,0.113659,0,0,0,-0.841573,-0.841573,1988,"constGrowth_test2_OM",2,"constGrowth"
88395.3,0,0,0,2614.75,23196.8,0,0,0,0,2614.75,23196.8,0,0,0,0.169874,0,0,-0.841573,-0.841573,1988,"constGrowth_test2_OM",2,"constGrowth"
NA,1291460,7290.44,67188.9,0,0,0,0,7290.44,67188.9,0,0,0,0,0.350169,0,0,0,-0.0499676,-0.0499676,1989,"constGrowth_test2_OM",2,"constGrowth"
120912,0,0,0,8031.52,73142.4,0,0,0,0,8031.52,73142.4,0,0,0,0.409782,0,0,-0.0499676,-0.0499676,1989,"constGrowth_test2_OM",2,"constGrowth"
NA,2850160,6158.4,54056.2,0,0,0,0,6158.4,54056.2,0,0,0,0,0.355575,0,0,0,0.334887,0.334887,1990,"constGrowth_test2_OM",2,"constGrowth"
129807,0,0,0,14443.5,122815,0,0,0,0,14443.5,122815,0,0,0,0.982579,0,0,0.334887,0.334887,1990,"constGrowth_test2_OM",2,"constGrowth"
NA,4188030,24698,199911,0,0,0,0,24698,199911,0,0,0,0,0.892543,0,0,0,0.191877,0.191877,1991,"constGrowth_test2_OM",2,"constGrowth"
117820,0,0,0,10323.5,88911.4,0,0,0,0,10323.5,88911.4,0,0,0,0.491379,0,0,0.191877,0.191877,1991,"constGrowth_test2_OM",2,"constGrowth"
NA,3629960,43669.8,380522,0,0,3.89981,21.4776,43669.8,380522,0,0,3.89981,21.4776,3.99982,0,0.0641574,0,0.973193,0.973193,1992,"constGrowth_test2_OM",2,"constGrowth"
128041,0,0,0,30816.7,375151,0.179988,0.988552,0,0,30816.7,375151,0.179988,0.988552,0,3.99998,0.00420652,0,0.973193,0.973193,1992,"constGrowth_test2_OM",2,"constGrowth"
NA,7929070,822.801,8340.2,0,0,0,0,822.801,8340.2,0,0,0,0,0.0269714,0,0,0,1.98481,1.98481,1993,"constGrowth_test2_OM",2,"constGrowth"
168304,0,0,0,11345.8,149690,0,0,0,0,11345.8,149690,0,0,0,0.173455,0,0,1.98481,1.98481,1993,"constGrowth_test2_OM",2,"constGrowth"
NA,21805200,8838.66,91865.1,0,0,0,0,8838.66,91865.1,0,0,0,0,0.192805,0,0,0,1.34732,1.34732,1994,"constGrowth_test2_OM",2,"constGrowth"
266790,0,0,0,39748.4,570226,0,0,0,0,39748.4,570226,0,0,0,0.333705,0,0,1.34732,1.34732,1994,"constGrowth_test2_OM",2,"constGrowth"
NA,11526700,5993.25,62075.7,0,0,22.68,124.671,5993.25,62075.7,0,0,22.68,124.671,0.105934,0,0.212422,0,1.40352,1.40352,1995,"constGrowth_test2_OM",2,"constGrowth"
549110,0,0,0,26565.7,376919,0,0,0,0,26565.7,376919,0,0,0,0.0983312,0,0,1.40352,1.40352,1995,"constGrowth_test2_OM",2,"constGrowth"
NA,12193000,11917.3,117553,0,0,0,0,11917.3,117553,0,0,0,0,0.0915063,0,0,0,1.98825,1.98825,1996,"constGrowth_test2_OM",2,"constGrowth"
763343,0,0,0,19158.7,233331,43.54,238.697,0,0,19158.7,233331,43.54,238.697,0,0.0593317,0.484089,0,1.98825,1.98825,1996,"constGrowth_test2_OM",2,"constGrowth"
NA,21880500,13018.2,169581,0,0,27.22,149.914,13018.2,169581,0,0,27.22,149.914,0.0881496,0,0.207026,0,1.9976,1.9976,1997,"constGrowth_test2_OM",2,"constGrowth"
844540,0,0,0,24527.6,307631,0.819999,4.50504,0,0,24527.6,307631,0.819999,4.50504,0,0.0583901,0.00856495,0,1.9976,1.9976,1997,"constGrowth_test2_OM",2,"constGrowth"
NA,22086000,18925.2,269965,0,0,488.013,2692.64,18925.2,269965,0,0,488.013,2692.64,0.104095,0,4,0,0.511716,0.511716,1998,"constGrowth_test2_OM",2,"constGrowth"
1002940,0,0,0,63278.4,846736,74.3901,411.128,0,0,63278.4,846736,74.3901,411.128,0,0.133141,1.54766,0,0.511716,0.511716,1998,"constGrowth_test2_OM",2,"constGrowth"
NA,4998110,14996.2,206984,0,0,725.201,5401.16,14996.2,206984,0,0,725.201,5401.16,1.44063,0,0.00296788,0,0.355992,0.355992,1999,"constGrowth_test2_OM",2,"constGrowth"
1175100,0,0,0,58341.4,824370,429.589,2979.06,0,0,58341.4,824370,429.589,2979.06,0,0.391719,0.00218615,0,0.355992,0.355992,1999,"constGrowth_test2_OM",2,"constGrowth"
NA,4277360,23693.4,278714,0,0,15586.2,115856,23693.4,278714,0,0,15586.2,115856,2.91697,0,0.0535156,0,0.929427,0.929427,2000,"constGrowth_test2_OM",2,"constGrowth"
1051460,0,0,0,35179.2,481446,2336.9,16108.5,0,0,35179.2,481446,2336.9,16108.5,0,0.533773,0.0101448,0,0.929427,0.929427,2000,"constGrowth_test2_OM",2,"constGrowth"
NA,7589530,11550.5,140306,0,0,22546,158948,11550.5,140306,0,0,22546,158948,1.84333,0,0.0732578,0,-1.73617,-1.73617,2001,"constGrowth_test2_OM",2,"constGrowth"
786732,0,0,0,41118.2,758804,3136.83,20757.3,0,0,41118.2,758804,3136.83,20757.3,0,1.02751,0.0131464,0,-1.73617,-1.73617,2001,"constGrowth_test2_OM",2,"constGrowth"
NA,527913,16355.4,221789,0,0,35530.8,235068,16355.4,221789,0,0,35530.8,235068,4.00003,0,0.149148,0,2.24031,2.24031,2002,"constGrowth_test2_OM",2,"constGrowth"
584795,0,0,0,36130.7,464627,597.29,3772.61,0,0,36130.7,464627,597.29,3772.61,0,1.63203,0.00335485,0,2.24031,2.24031,2002,"constGrowth_test2_OM",2,"constGrowth"
NA,28153000,10340.6,198159,0,0,37242.3,263596,10340.6,198159,0,0,37242.3,263596,2.09091,0,0.197097,0,1.78541,1.78541,2003,"constGrowth_test2_OM",2,"constGrowth"
398038,0,0,0,21300.5,382208,2618.43,17629.8,0,0,21300.5,382208,2618.43,17629.8,0,0.398268,0.018558,0,1.78541,1.78541,2003,"constGrowth_test2_OM",2,"constGrowth"
NA,17863400,17049,320789,0,0,46730.8,372499,17049,320789,0,0,46730.8,372499,0.218602,0,0.338745,0,1.895,1.895,2004,"constGrowth_test2_OM",2,"constGrowth"
600956,0,0,0,25249.9,367237,1016.32,7925.28,0,0,25249.9,367237,1016.32,7925.28,0,0.0758082,0.00942388,0,1.895,1.895,2004,"constGrowth_test2_OM",2,"constGrowth"
NA,19932300,13803,198548,0,0,54152.6,450508,13803,198548,0,0,54152.6,450508,0.295052,0,0.515547,0,0.784705,0.784705,2005,"constGrowth_test2_OM",2,"constGrowth"
