"","year","seas","fleet","catch"
"1",2020,1,1,21.2087
"2",2020,2,1,0
"3",2020,1,2,0
"4",2020,2,2,3063.96
"5",2020,1,3,1.04558
"6",2020,2,3,0.350509
"83",2020,1,1,21.2087
"84",2020,2,1,0
"167",2020,1,2,0
"168",2020,2,2,3063.96
"251",2020,1,3,1.04558
"252",2020,2,3,0.350508
"831",2020,1,1,0.00934508
"841",2020,2,1,0
"1671",2020,1,2,0
"1681",2020,2,2,0.331748
"2511",2020,1,3,0.00192125
"2521",2020,2,3,0.00086376
