"","year","seas","fleet","catch"
"1",2021,1,1,1105.85
"2",2021,2,1,0
"3",2021,1,2,0
"4",2021,2,2,38266.7
"5",2021,1,3,75.7164
"6",2021,2,3,18.6673
"85",2021,1,1,1105.85
"86",2021,2,1,0
"171",2021,1,2,0
"172",2021,2,2,38266.7
"257",2021,1,3,75.7164
"258",2021,2,3,18.6673
"851",2021,1,1,0.369425
"861",2021,2,1,0
"1711",2021,1,2,0
"1721",2021,2,2,2.74823
"2571",2021,1,3,0.0751045
"2581",2021,2,3,0.0279339
