"","year","seas","fleet","catch"
"1",2028,1,1,0.00107971
"2",2028,2,1,0
"3",2028,1,2,0
"4",2028,2,2,0.0665955
"5",2028,1,3,3.47156e-05
"6",2028,2,3,1.72187e-06
"99",2028,1,1,0.00107954
"100",2028,2,1,0
"199",2028,1,2,0
"200",2028,2,2,0.0665953
"299",2028,1,3,3.45642e-05
"300",2028,2,3,2.03497e-06
"991",2028,1,1,2.82833e-08
"1001",2028,2,1,0
"1991",2028,1,2,0
"2001",2028,2,2,6.69557e-07
"2991",2028,1,3,9.73269e-08
"3001",2028,2,3,7.66923e-09
