"","year","seas","fleet","catch"
"1",2028,1,1,0.296128
"2",2028,2,1,0
"3",2028,1,2,0
"4",2028,2,2,3.02165
"5",2028,1,3,4.58085e-06
"6",2028,2,3,108.251
"99",2028,1,1,0.296128
"100",2028,2,1,0
"199",2028,1,2,0
"200",2028,2,2,3.02165
"299",2028,1,3,4.58387e-06
"300",2028,2,3,108.251
"991",2028,1,1,1.12338e-05
"1001",2028,2,1,0
"1991",2028,1,2,0
"2001",2028,2,2,3.22256e-05
"2991",2028,1,3,1.98049e-08
"3001",2028,2,3,0.685913
