"Value.SSB","Value.Recr","Value.SPRratio","Value.F","Value.Bratio","Value.ForeCatch","Value.OFLCatch","Value.lnSPB","year","model_run","iteration","scenario"
770852,1615030,NA,NA,NA,NA,NA,NA,"2001","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
592378,36835300,NA,NA,NA,NA,NA,NA,"2002","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
419139,23972200,NA,NA,NA,NA,NA,NA,"2003","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
504355,22870700,NA,NA,NA,NA,NA,NA,"2004","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
750567,8453820,NA,NA,NA,NA,NA,13.5286,"2005","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
881944,7412550,NA,NA,NA,NA,NA,NA,"2006","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
835062,3350830,NA,NA,NA,NA,NA,NA,"2007","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
677818,5540830,NA,NA,NA,NA,NA,NA,"2008","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
477283,6134450,NA,NA,NA,NA,NA,NA,"2009","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
345603,506318,NA,NA,NA,NA,NA,NA,"2010","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
346689,108109,NA,NA,NA,NA,NA,NA,"2011","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
217744,180219,NA,NA,NA,NA,NA,NA,"2012","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
95964.5,546857,NA,NA,NA,NA,NA,NA,"2013","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
45110.8,712778,NA,NA,NA,NA,NA,NA,"2014","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
40038.1,326635,NA,NA,NA,NA,NA,NA,"2015","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
60118.2,648044,NA,NA,NA,NA,NA,NA,"2016","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
56373.6,412264,NA,NA,NA,NA,NA,NA,"2017","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
46199,1733540,NA,NA,NA,NA,NA,NA,"2018","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
43144.5,1591590,NA,NA,NA,NA,NA,NA,"2019","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
61057.7,1233170,NA,NA,NA,NA,NA,NA,"2020","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
86746.1,2207220,NA,NA,NA,NA,NA,NA,"2021","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
94531.4,1328710,NA,NA,NA,NA,NA,NA,"2022","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
126415,6530940,NA,NA,NA,NA,NA,NA,"2023","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
142342,752868,NA,NA,NA,NA,NA,NA,"2024","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
247743,11392800,NA,NA,NA,NA,NA,NA,"2025","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
267395,2586160,NA,NA,NA,NA,NA,NA,"2026","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
430525,7825050,NA,NA,NA,NA,NA,NA,"2027","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
483378,18814700,NA,NA,NA,NA,NA,NA,"2028","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
482133,2041850,0.616249,0.341797,0.446159,NA,NA,13.086,"2029","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
690287,9777490,NA,NA,NA,287496,607642,NA,"2030","0_estimate_cohort_growh_OM","1","5pctAnnChangeNsamp20Model"
168472,28913500,0.401989,0.503114,10.5669,NA,NA,12.0345,"2000","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
247869,2253.13,0.241834,0.287355,15.5469,NA,NA,NA,"2001","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
331222,6096.65,0.245045,0.190826,20.775,NA,NA,NA,"2002","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
271170,541979,0.242823,0.268392,17.0083,NA,NA,NA,"2003","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
167163,43787900,0.267356,0.317502,10.4848,NA,NA,NA,"2004","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
285495,5555610,0.130271,0.232617,17.9068,NA,NA,NA,"2005","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
437837,25449300,0.367573,0.351787,27.4621,NA,NA,NA,"2006","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
503285,1281420,0.25762,0.270732,31.5671,NA,NA,NA,"2007","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
510468,2025820,0.118024,0.0958592,32.0176,NA,NA,NA,"2008","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
381989,669901,0.23691,0.283838,23.9592,NA,NA,NA,"2009","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
224344,253490,0.249223,0.476904,14.0714,NA,NA,12.3209,"2010","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
112857,2026.6,0.653244,0.852612,7.07861,NA,NA,NA,"2011","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
41832.9,5701.07,0.41535,1.06277,2.62385,NA,NA,NA,"2012","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
10940.9,492369,0.659679,1.12193,0.686239,NA,NA,NA,"2013","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
4790.1,3978.42,0.390104,1.5356,0.300445,NA,NA,NA,"2014","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
5114.82,889357,0.0388378,0.0447497,0.320812,NA,NA,NA,"2015","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
8109.98,67057.5,0.400595,1.33962,0.508676,NA,NA,NA,"2016","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
9743.2,5740.76,0.43801,0.963299,0.611115,NA,NA,NA,"2017","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
6513.12,4034260,0.332085,0.473892,0.408517,NA,NA,NA,"2018","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
20489.7,138998,0.150684,1.09849,1.28516,NA,NA,NA,"2019","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
37964.6,469664,0.0013557,0.00121131,2.38122,NA,NA,10.5444,"2020","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
30429.3,455804,0.529917,1.10841,1.90859,43912.6,21374.9,NA,"2021","constGrowthfixedParamsEM_EM_2020","1","5pctAnnChangeNsamp20Model"
584611,6720760,0.316468,0.353879,2.00033,NA,NA,13.2787,"2000","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
444956,875255,0.35596,0.460559,1.52248,NA,NA,NA,"2001","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
360077,14793500,0.379124,0.607895,1.23205,NA,NA,NA,"2002","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
257763,10953800,0.368119,0.69037,0.881973,NA,NA,NA,"2003","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
366478,18620900,0.360544,0.624604,1.25395,NA,NA,NA,"2004","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
517331,9173520,0.370357,0.513719,1.77012,NA,NA,NA,"2005","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
729970,6050350,0.276241,0.378611,2.49769,NA,NA,NA,"2006","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
755691,3433350,0.348761,0.47439,2.5857,NA,NA,NA,"2007","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
635469,5295930,0.347621,0.450941,2.17434,NA,NA,NA,"2008","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
467335,9652030,0.347168,0.491043,1.59905,NA,NA,NA,"2009","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
356208,679932,0.340474,0.632542,1.21881,NA,NA,12.7833,"2010","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
373624,127755,0.360832,0.619203,1.27841,NA,NA,NA,"2011","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
256498,298352,0.493693,0.937949,0.877642,NA,NA,NA,"2012","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
130949,1021380,0.468309,0.9697,0.448059,NA,NA,NA,"2013","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
72550.7,1090800,0.275858,0.609774,0.248242,NA,NA,NA,"2014","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
63224.3,503045,0.00782663,0.0112031,0.21633,NA,NA,NA,"2015","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
69363.7,1280200,0.213848,0.302144,0.237337,NA,NA,NA,"2016","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
62430.1,406987,0.235463,0.288386,0.213613,NA,NA,NA,"2017","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
64227.9,752587,0.329041,0.51328,0.219764,NA,NA,NA,"2018","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
53763.6,323379,0.49311,0.618123,0.18396,NA,NA,NA,"2019","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
44258,97436.5,0.0380035,0.0455635,0.151435,NA,NA,NA,"2020","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
33429.6,1154600,0.884156,1.64052,0.114384,NA,NA,10.4172,"2021","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
16214.3,644859,4.06898e-05,5.42511e-05,0.0554796,0.313564,5952.7,NA,"2022","constGrowthfixedParamsEM_EM_2021","1","5pctAnnChangeNsamp20Model"
545625,6568910,0.32747,0.366292,1.85665,NA,NA,13.2097,"2000","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
416890,946476,0.358883,0.474434,1.41859,NA,NA,NA,"2001","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
340229,14289900,0.387972,0.620702,1.15773,NA,NA,NA,"2002","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
243827,10893400,0.378395,0.69699,0.829691,NA,NA,NA,"2003","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
350230,18201400,0.371564,0.629128,1.19176,NA,NA,NA,"2004","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
501926,9022230,0.381786,0.51028,1.70795,NA,NA,NA,"2005","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
715211,5980540,0.2884,0.374252,2.43371,NA,NA,NA,"2006","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
742595,3463710,0.355047,0.466991,2.5269,NA,NA,NA,"2007","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
625598,5387810,0.346113,0.443448,2.12878,NA,NA,NA,"2008","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
460863,9807640,0.34299,0.481439,1.56822,NA,NA,NA,"2009","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
353456,724563,0.338223,0.615275,1.20274,NA,NA,NA,"2010","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
378011,156193,0.356341,0.594433,1.28629,NA,NA,12.8427,"2011","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
264621,350493,0.484455,0.888263,0.900448,NA,NA,NA,"2012","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
137665,1253220,0.439649,0.905486,0.468445,NA,NA,NA,"2013","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
77795.4,1050920,0.253453,0.556353,0.264721,NA,NA,NA,"2014","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
70993.6,389952,0.00693606,0.00965762,0.241576,NA,NA,NA,"2015","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
76866.5,1029430,0.212024,0.263988,0.26156,NA,NA,NA,"2016","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
65449,371246,0.260255,0.263937,0.222709,NA,NA,NA,"2017","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
60659.9,754205,0.383799,0.522892,0.206413,NA,NA,NA,"2018","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
47595.6,386962,0.5411,0.670048,0.161958,NA,NA,NA,"2019","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
39203.1,49333.3,0.0394098,0.0497604,0.1334,NA,NA,NA,"2020","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
31068.4,26243.1,0.885324,1.71407,0.105719,NA,NA,NA,"2021","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
13314.3,539708,0.000127782,5.81947e-05,0.0453056,NA,NA,9.49659,"2022","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
9314.9,391668,2.40564e-05,2.4637e-05,0.0316966,0.087251,3044.59,NA,"2023","constGrowthfixedParamsEM_EM_2022","1","5pctAnnChangeNsamp20Model"
500470,6616780,0.33471,0.380169,1.71932,NA,NA,13.1233,"2000","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
388013,838652,0.355534,0.487306,1.33299,NA,NA,NA,"2001","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
322963,13424600,0.385217,0.622502,1.10951,NA,NA,NA,"2002","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
235114,10125000,0.381048,0.697006,0.807716,NA,NA,NA,"2003","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
328483,18155300,0.384511,0.636379,1.12848,NA,NA,NA,"2004","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
462820,9202170,0.395614,0.528089,1.58998,NA,NA,NA,"2005","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
672472,6113720,0.306941,0.378775,2.31022,NA,NA,NA,"2006","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
710772,3534640,0.360772,0.465479,2.4418,NA,NA,NA,"2007","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
608877,5354930,0.339664,0.435703,2.09175,NA,NA,NA,"2008","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
456111,10027200,0.329424,0.466955,1.56693,NA,NA,NA,"2009","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
354135,756764,0.330117,0.591387,1.2166,NA,NA,NA,"2010","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
380288,168495,0.35209,0.564463,1.30645,NA,NA,12.8487,"2011","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
268484,415326,0.469827,0.84328,0.922355,NA,NA,NA,"2012","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
142637,1445360,0.417724,0.84752,0.490017,NA,NA,NA,"2013","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
83540.1,1163910,0.224003,0.504355,0.286995,NA,NA,NA,"2014","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
78744.1,403956,0.00611242,0.00836271,0.270519,NA,NA,NA,"2015","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
85606.6,989750,0.191444,0.226666,0.294094,NA,NA,NA,"2016","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
72998.2,340209,0.23529,0.226154,0.250779,NA,NA,NA,"2017","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
65193.9,743835,0.374945,0.462864,0.223968,NA,NA,NA,"2018","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
49716.5,394966,0.524681,0.611826,0.170797,NA,NA,NA,"2019","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
40048.5,77057.4,0.0393325,0.0464348,0.137583,NA,NA,NA,"2020","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
31440.3,22341.6,0.863354,1.63305,0.108011,NA,NA,NA,"2021","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
14178,13988.9,9.93273e-05,5.25246e-05,0.0487073,NA,NA,NA,"2022","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
9816.35,413863,5.62243e-05,2.16705e-05,0.0337233,NA,NA,9.19181,"2023","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
6847.41,296943,1.84255e-05,1.94865e-05,0.0235237,0.052374,2593.57,NA,"2024","constGrowthfixedParamsEM_EM_2023","1","5pctAnnChangeNsamp20Model"
1232070,76136700,0.233832,0.094276,9.82789,NA,NA,14.0242,"2000","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
1541320,5988430,0.0911778,0.132649,12.2947,NA,NA,NA,"2001","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
2302140,130526000,0.06283,0.0909963,18.3636,NA,NA,NA,"2002","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
2671150,8409.14,0.049379,0.0407558,21.3071,NA,NA,NA,"2003","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
3961400,38596100,0.0264383,0.0230385,31.5991,NA,NA,NA,"2004","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
3783970,1164390,0.0587573,0.0155024,30.1838,NA,NA,NA,"2005","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
3234320,994692,0.0494655,0.0554563,25.7994,NA,NA,NA,"2006","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
2326460,2284160,0.423332,0.115534,18.5576,NA,NA,NA,"2007","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
1473690,624147,0.103214,0.183909,11.7553,NA,NA,NA,"2008","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
883358,1274280,0.38133,0.200191,7.04633,NA,NA,NA,"2009","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
498159,873501,0.366804,0.368736,3.97369,NA,NA,NA,"2010","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
257227,23365.9,0.561358,0.85187,2.05184,NA,NA,NA,"2011","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
118790,56346.3,0.732804,1.60391,0.947559,NA,NA,11.6851,"2012","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
27507.5,32382.9,0.641711,1.92562,0.21942,NA,NA,NA,"2013","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
4099.51,84418.1,0.744967,3.12923,0.0327008,NA,NA,NA,"2014","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
1419.09,368995,0.370682,0.878779,0.0113198,NA,NA,NA,"2015","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
3338.82,45668.6,0.757514,6.90457,0.0266329,NA,NA,NA,"2016","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
5339.52,1266280,0.757694,3.29763,0.042592,NA,NA,NA,"2017","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
6453.39,18337.3,0.755129,19.8326,0.0514771,NA,NA,NA,"2018","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
16706.9,460740,0.745675,3.07477,0.133267,NA,NA,NA,"2019","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
6466.81,32636.5,0.197235,0.55339,0.0515842,NA,NA,NA,"2020","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
10468.3,195782,0.752336,3.13539,0.083503,NA,NA,NA,"2021","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
3491.54,52727.3,0.0158168,0.000250777,0.0278512,NA,NA,NA,"2022","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
5971.44,139708,0.00208442,2.79654e-05,0.0476327,NA,NA,NA,"2023","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
6935.27,292021,0.000122507,4.06554e-05,0.0553209,NA,NA,8.84437,"2024","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
8550.52,348480,5.71822e-05,2.10162e-05,0.0682054,0.0577522,1011.08,NA,"2025","constGrowthfixedParamsEM_EM_2024","1","5pctAnnChangeNsamp20Model"
467799,6781100,0.346907,0.404323,1.4817,NA,NA,13.0558,"2000","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
373946,855642,0.356532,0.502397,1.18443,NA,NA,NA,"2001","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
321694,12729900,0.381312,0.622382,1.01893,NA,NA,NA,"2002","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
238154,9819390,0.3625,0.67751,0.754323,NA,NA,NA,"2003","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
320935,18263800,0.374715,0.64359,1.01652,NA,NA,NA,"2004","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
447641,9040570,0.387324,0.539476,1.41785,NA,NA,NA,"2005","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
663462,6268690,0.318779,0.383305,2.10144,NA,NA,NA,"2006","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
707699,3703230,0.371784,0.465618,2.24155,NA,NA,NA,"2007","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
611488,5739180,0.337628,0.43211,1.93681,NA,NA,NA,"2008","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
463584,10904000,0.320951,0.457093,1.46835,NA,NA,NA,"2009","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
368196,818772,0.309245,0.566489,1.16622,NA,NA,NA,"2010","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
412453,195523,0.321929,0.523078,1.3064,NA,NA,NA,"2011","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
314253,485541,0.408605,0.698625,0.995358,NA,NA,12.658,"2012","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
175485,1576620,0.379474,0.726676,0.555828,NA,NA,NA,"2013","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
105157,1400370,0.196136,0.408445,0.333071,NA,NA,NA,"2014","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
94958.4,537482,0.00517303,0.00683667,0.300769,NA,NA,NA,"2015","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
101749,1234230,0.160058,0.188671,0.322278,NA,NA,NA,"2016","constGrowthfixedParamsEM_EM_2025","1","5pctAnnChangeNsamp20Model"
