"SpawnBio","Recruit_0","retainB_1","retainN_1","retainB_2","retainN_2","retainB_3","retainN_3","deadB_1","deadN_1","deadB_2","deadN_2","deadB_3","deadN_3","F_1","F_2","F_3","SPRratio","rec_dev","raw_rec_dev","year","model_run","iteration","scenario"
NA,5507970,24697.9,160892,0,0,0,0,24697.9,160892,0,0,0,0,1.15999,0,0,0,0.741065,0.741065,1991,"testNew_OM",4,"researchModel"
97126.4,0,0,0,10323.5,79218.8,0,0,0,0,10323.5,79218.8,0,0,0,0.761158,0,0,0.741065,0.741065,1991,"testNew_OM",4,"researchModel"
NA,4157080,43465.4,340679,0,0,3.89939,20.3837,43465.4,340679,0,0,3.89939,20.3837,3.99999,0,0.00246054,0,1.5574,1.5574,1992,"testNew_OM",4,"researchModel"
102528,0,0,0,30555.1,385331,0.180249,0.923043,0,0,30555.1,385331,0.180249,0.923043,0,4.00003,0.000247121,0,1.5574,1.5574,1992,"testNew_OM",4,"researchModel"
NA,9810110,822.802,9960.54,0,0,0,0,822.802,9960.54,0,0,0,0,0.0164398,0,0,0,2.08008,2.08008,1993,"testNew_OM",4,"researchModel"
165593,0,0,0,11345.8,154870,0,0,0,0,11345.8,154870,0,0,0,0.14801,0,0,2.08008,2.08008,1993,"testNew_OM",4,"researchModel"
NA,23487600,8838.68,101894,0,0,0,0,8838.68,101894,0,0,0,0,0.109895,0,0,0,1.16623,1.16623,1994,"testNew_OM",4,"researchModel"
273238,0,0,0,39748.4,605844,0,0,0,0,39748.4,605844,0,0,0,0.305096,0,0,1.16623,1.16623,1994,"testNew_OM",4,"researchModel"
NA,12879300,5993.29,66596.1,0,0,22.68,128.741,5993.29,66596.1,0,0,22.68,128.741,0.0860122,0,0.0123085,0,0.815889,0.815889,1995,"testNew_OM",4,"researchModel"
573371,0,0,0,26565.7,395171,0,0,0,0,26565.7,395171,0,0,0,0.137718,0,0,0.815889,0.815889,1995,"testNew_OM",4,"researchModel"
NA,12886600,11917.3,124126,0,0,0,0,11917.3,124126,0,0,0,0,0.0711671,0,0,0,1.16481,1.16481,1996,"testNew_OM",4,"researchModel"
829655,0,0,0,19158.7,241356,43.54,251.004,0,0,19158.7,241356,43.54,251.004,0,0.0863453,0.00815429,0,1.16481,1.16481,1996,"testNew_OM",4,"researchModel"
NA,20716000,13018.2,173687,0,0,27.22,158.57,13018.2,173687,0,0,27.22,158.57,0.105021,0,0.00193425,0,1.16022,1.16022,1997,"testNew_OM",4,"researchModel"
905476,0,0,0,24527.6,319400,0.82,4.63582,0,0,24527.6,319400,0.82,4.63582,0,0.0958808,7.6089e-05,0,1.16022,1.16022,1997,"testNew_OM",4,"researchModel"
NA,21152500,18925.2,282338,0,0,488.249,2862.23,18925.2,282338,0,0,488.249,2862.23,0.147208,0,0.0219793,0,-0.412229,-0.412229,1998,"testNew_OM",4,"researchModel"
948533,0,0,0,63278.3,917841,74.39,425.74,0,0,63278.3,917841,74.39,425.74,0,0.237995,0.00444638,0,-0.412229,-0.412229,1998,"testNew_OM",4,"researchModel"
NA,4446810,14996.2,226528,0,0,725.2,5454.39,14996.2,226528,0,0,725.2,5454.39,1.84988,0,0.00245906,0,-0.597704,-0.597704,1999,"testNew_OM",4,"researchModel"
1084020,0,0,0,58341.4,886680,429.591,2963.16,0,0,58341.4,886680,429.591,2963.16,0,0.702285,0.00178065,0,-0.597704,-0.597704,1999,"testNew_OM",4,"researchModel"
NA,3824300,23731.7,293681,0,0,15586,118403,23731.7,293681,0,0,15586,118403,3.67275,0,0.0452792,0,-0.0979615,-0.0979615,2000,"testNew_OM",4,"researchModel"
1022640,0,0,0,35179.2,505746,2336.9,16002.5,0,0,35179.2,505746,2336.9,16002.5,0,1.0635,0.00831292,0,-0.0979615,-0.0979615,2000,"testNew_OM",4,"researchModel"
NA,6211520,11550.5,136729,0,0,22546,154670,11550.5,136729,0,0,22546,154670,2.21679,0,0.062872,0,-1.4848,-1.4848,2001,"testNew_OM",4,"researchModel"
779507,0,0,0,41118.3,700098,3136.84,19609,0,0,41118.3,700098,3136.84,19609,0,1.19984,0.0109524,0,-1.4848,-1.4848,2001,"testNew_OM",4,"researchModel"
NA,1436470,16471.1,224998,0,0,35527.9,216453,16471.1,224998,0,0,35527.9,216453,4.00003,0,0.137099,0,1.76834,1.76834,2002,"testNew_OM",4,"researchModel"
584792,0,0,0,36130.6,477618,597.289,3434.53,0,0,36130.6,477618,597.289,3434.53,0,1.33043,0.00304195,0,1.76834,1.76834,2002,"testNew_OM",4,"researchModel"
NA,33654200,10340.6,182984,0,0,37242.4,249390,10340.6,182984,0,0,37242.4,249390,1.77508,0,0.177988,0,1.66892,1.66892,2003,"testNew_OM",4,"researchModel"
407966,0,0,0,21300.5,377768,2618.43,16322.5,0,0,21300.5,377768,2618.43,16322.5,0,0.238673,0.0165165,0,1.66892,1.66892,2003,"testNew_OM",4,"researchModel"
NA,26179600,17049,362585,0,0,46730.8,350343,17049,362585,0,0,46730.8,350343,0.582682,0,0.327424,0,1.61878,1.61878,2004,"testNew_OM",4,"researchModel"
489435,0,0,0,25249.9,442168,1016.32,7851.06,0,0,25249.9,442168,1016.32,7851.06,0,0.0861605,0.00892653,0,1.61878,1.61878,2004,"testNew_OM",4,"researchModel"
NA,26991300,13803,242467,0,0,54152.6,466040,13803,242467,0,0,54152.6,466040,0.220709,0,0.52102,0,0.485109,0.485109,2005,"testNew_OM",4,"researchModel"
714236,0,0,0,30364.2,609791,101.7,829.704,0,0,30364.2,609791,101.7,829.704,0,0.273183,0.00127888,0,0.485109,0.485109,2005,"testNew_OM",4,"researchModel"
NA,10013000,20726.2,377571,0,0,41220.9,399724,20726.2,377571,0,0,41220.9,399724,0.356269,0,0.167076,0,0.121666,0.121666,2006,"testNew_OM",4,"researchModel"
865279,0,0,0,39900.3,729635,0,0,0,0,39900.3,729635,0,0,0,0.43957,0,0,0.121666,0.121666,2006,"testNew_OM",4,"researchModel"
NA,7390480,46228,733357,0,0,48237.1,429708,46228,733357,0,0,48237.1,429708,2.65297,0,0.201309,0,-0.657389,-0.657389,2007,"testNew_OM",4,"researchModel"
852475,0,0,0,42910.1,793500,0,0,0,0,42910.1,793500,0,0,0,0.867,0,0,-0.657389,-0.657389,2007,"testNew_OM",4,"researchModel"
NA,3376280,30265.3,468530,0,0,39799.7,353094,30265.3,468530,0,0,39799.7,353094,3.6272,0,0.151161,0,0.00400915,0.00400915,2008,"testNew_OM",4,"researchModel"
719615,0,0,0,41198.4,658764,0,0,0,0,41198.4,658764,0,0,0,1.26143,0,0,0.00400915,0.00400915,2008,"testNew_OM",4,"researchModel"
NA,6204460,14044.9,186968,0,0,44841.3,376218,14044.9,186968,0,0,44841.3,376218,0.211523,0,0.197167,0,0.184442,0.184442,2009,"testNew_OM",4,"researchModel"
521601,0,0,0,31146.5,578439,1369.73,10697.1,0,0,31146.5,578439,1369.73,10697.1,0,0.997299,0.00794808,0,0.184442,0.184442,2009,"testNew_OM",4,"researchModel"
NA,6602590,11274,183328,0,0,54086,413255,11274,183328,0,0,54086,413255,0.264117,0,0.334608,0,-2.25863,-2.25863,2010,"testNew_OM",4,"researchModel"
385778,0,0,0,27267.6,467006,0.09,0.639557,0,0,27267.6,467006,0.09,0.639557,0,0.470247,7.56057e-07,0,-2.25863,-2.25863,2010,"testNew_OM",4,"researchModel"
NA,502081,24871.4,298929,0,0,39750.6,297491,24871.4,298929,0,0,39750.6,297491,0.365854,0,0.339575,0,-3.78568,-3.78568,2011,"testNew_OM",4,"researchModel"
385406,0,0,0,23189.9,258081,5805.63,40146.4,0,0,23189.9,258081,5805.63,40146.4,0,1.95273,0.0705522,0,-3.78568,-3.78568,2011,"testNew_OM",4,"researchModel"
NA,108989,1528.37,13541.2,0,0,91425.7,675468,1528.37,13541.2,0,0,91425.7,675468,0.0184859,0,1.07632,0,-2.963,-2.963,2012,"testNew_OM",4,"researchModel"
248870,0,0,0,13884.9,110080,1570.78,10667,0,0,13884.9,110080,1570.78,10667,0,1.43896,0.029476,0,-2.963,-2.963,2012,"testNew_OM",4,"researchModel"
NA,196422,921.559,6311.67,0,0,57217.8,370157,921.559,6311.67,0,0,57217.8,370157,0.335149,0,1.05198,0,-1.32074,-1.32074,2013,"testNew_OM",4,"researchModel"
118080,0,0,0,5625.03,38578.6,908.01,5458.12,0,0,5625.03,38578.6,908.01,5458.12,0,0.332931,0.026618,0,-1.32074,-1.32074,2013,"testNew_OM",4,"researchModel"
NA,614530,1830.92,11170.7,0,0,15216.8,87472.9,1830.92,11170.7,0,0,15216.8,87472.9,0.569855,0,0.452409,0,-0.392199,-0.392199,2014,"testNew_OM",4,"researchModel"
59798.6,0,0,0,727.708,7359.57,2193.87,12095.5,0,0,727.708,7359.57,2193.87,12095.5,0,0.115725,0.0978872,0,-0.392199,-0.392199,2014,"testNew_OM",4,"researchModel"
NA,898165,6.13001,33.3247,0,0,66.28,353.39,6.13001,33.3247,0,0,66.28,353.39,0.000456468,0,0.00860644,0,-1.08,-1.08,2015,"testNew_OM",4,"researchModel"
51659.9,0,0,0,185.82,1190.27,1.29,6.74,0,0,185.82,1190.27,1.29,6.74,0,0.0196994,0.000220629,0,-1.08,-1.08,2015,"testNew_OM",4,"researchModel"
NA,397839,283.54,1641.94,0,0,173.15,885.391,283.54,1641.94,0,0,173.15,885.391,0.0526638,0,0.0194679,0,-0.749131,-0.749131,2016,"testNew_OM",4,"researchModel"
74669.2,0,0,0,7080.53,49465.6,0.05,0.251155,0,0,7080.53,49465.6,0.05,0.251155,0,0.758923,7.69148e-06,0,-0.749131,-0.749131,2016,"testNew_OM",4,"researchModel"
NA,757726,170.41,1046.5,0,0,1.17,5.78122,170.41,1046.5,0,0,1.17,5.78122,0.0407232,0,0.000215738,0,-1.29026,-1.29026,2017,"testNew_OM",4,"researchModel"
71105.1,0,0,0,6229.44,36675.1,2.22,10.7872,0,0,6229.44,36675.1,2.22,10.7872,0,0.437985,0.000548186,0,-1.29026,-1.29026,2017,"testNew_OM",4,"researchModel"
NA,465103,35.31,194.03,0,0,7.86002,38.3328,35.31,194.03,0,0,7.86002,38.3328,0.00558284,0,0.0024079,0,0.02544,0.02544,2018,"testNew_OM",4,"researchModel"
58343.6,0,0,0,11819.4,71319.1,2.51,12.2101,0,0,11819.4,71319.1,2.51,12.2101,0,1.01071,0.00104425,0,0.02544,0.02544,2018,"testNew_OM",4,"researchModel"
NA,2132650,130.86,740.013,0,0,7.73,38.1675,130.86,740.013,0,0,7.73,38.1675,0.0221737,0,0.00328535,0,0,0,2019,"testNew_OM",4,"researchModel"
53195.8,0,0,0,11819.4,84185.6,2.51001,12.3249,0,0,11819.4,84185.6,2.51001,12.3249,0,1.34387,0.00149407,0,0,0,2019,"testNew_OM",4,"researchModel"
NA,1919520,1615.3,9700.62,0,0,65.3245,323.978,1615.3,9700.62,0,0,65.3245,323.978,0.349231,0,0.0329678,0,0.0683107,0.0683107,2020,"testNew_OM",4,"researchModel"
73963.9,0,0,0,30370.4,256954,18.6092,91.8477,0,0,30370.4,256954,18.6092,91.8477,0,4,0.0153333,0,0.0683107,0.0683107,2020,"testNew_OM",4,"researchModel"
NA,2719390,3164.29,24621.4,0,0,125.259,617.894,3164.29,24621.4,0,0,125.259,617.894,1.25794,0,0.131778,0.467106,-1.78419,-1.78419,2021,"testNew_OM",4,"researchModel"
89635.2,0,0,0,43456.9,378093,30.2076,148.403,0,0,43456.9,378093,30.2076,148.403,0,4,0.0513879,0.467106,-1.78419,-1.78419,2021,"testNew_OM",4,"researchModel"
