"","year","seas","fleet","catch"
"1",2028,1,1,0.0418629
"2",2028,2,1,0
"3",2028,1,2,0
"4",2028,2,2,3.98842e-06
"5",2028,1,3,0.000262676
"6",2028,2,3,0.000142986
"99",2028,1,1,0.0418627
"100",2028,2,1,0
"199",2028,1,2,0
"200",2028,2,2,4.0219e-06
"299",2028,1,3,0.000262507
"300",2028,2,3,0.000142819
"991",2028,1,1,1.06452e-06
"1001",2028,2,1,0
"1991",2028,1,2,0
"2001",2028,2,2,4.18918e-11
"2991",2028,1,3,1.13999e-06
"3001",2028,2,3,8.30331e-07
